,ObservationDate,Confirmed,Recovered,Deaths,Population,ISO3,Province/State,Country/Region,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index
11152,2020-01-01,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11153,2020-01-02,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11154,2020-01-03,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11155,2020-01-04,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11156,2020-01-05,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11157,2020-01-06,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11158,2020-01-07,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11159,2020-01-08,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11160,2020-01-09,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11161,2020-01-10,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11162,2020-01-11,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11163,2020-01-12,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11164,2020-01-13,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11165,2020-01-14,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11166,2020-01-15,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11167,2020-01-16,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11168,2020-01-17,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11169,2020-01-18,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11170,2020-01-19,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11171,2020-01-20,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11172,2020-01-21,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11173,2020-01-22,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11174,2020-01-23,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11175,2020-01-24,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11176,2020-01-25,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11177,2020-01-26,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11178,2020-01-27,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11179,2020-01-28,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11180,2020-01-29,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11181,2020-01-30,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11182,2020-01-31,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11183,2020-02-01,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11184,2020-02-02,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11185,2020-02-03,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11186,2020-02-04,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11187,2020-02-05,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11188,2020-02-06,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11189,2020-02-07,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11190,2020-02-08,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11191,2020-02-09,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11192,2020-02-10,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11193,2020-02-11,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11194,2020-02-12,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11195,2020-02-13,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11196,2020-02-14,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11197,2020-02-15,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11198,2020-02-16,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11199,2020-02-17,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11200,2020-02-18,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11201,2020-02-19,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11202,2020-02-20,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11203,2020-02-21,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11204,2020-02-22,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11205,2020-02-23,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11206,2020-02-24,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11207,2020-02-25,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11208,2020-02-26,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11209,2020-02-27,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11210,2020-02-28,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11211,2020-02-29,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11212,2020-03-01,0,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11213,2020-03-02,1,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11214,2020-03-03,1,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11215,2020-03-04,3,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11216,2020-03-05,4,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11217,2020-03-06,5,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11218,2020-03-07,7,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11219,2020-03-08,10,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11220,2020-03-09,15,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11221,2020-03-10,17,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11222,2020-03-11,23,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11223,2020-03-12,33,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11224,2020-03-13,43,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,0,0,0,0.0
11225,2020-03-14,61,0,0,18729160.0,CHL,,Chile,0,0,0,0,0,0,0,0,2,0,0,11.11
11226,2020-03-15,75,0,0,18729160.0,CHL,,Chile,3,0,0,0,0,0,0,0,2,0,0,22.22
11227,2020-03-16,156,0,0,18729160.0,CHL,,Chile,3,3,2,2,0,0,0,0,2,0,0,47.22
11228,2020-03-17,201,1,0,18729160.0,CHL,,Chile,3,3,2,2,0,0,0,0,2,0,0,47.22
11229,2020-03-18,238,3,0,18729160.0,CHL,,Chile,3,3,2,2,0,0,0,3,2,0,0,55.56
11230,2020-03-19,342,4,0,18729160.0,CHL,,Chile,3,3,2,2,0,0,0,3,2,0,0,55.56
11231,2020-03-20,434,5,0,18729160.0,CHL,,Chile,3,3,2,2,0,0,0,3,2,0,0,55.56
11232,2020-03-21,537,6,0,18729160.0,CHL,,Chile,3,2,2,2,0,0,0,3,2,0,0,51.85
11233,2020-03-22,632,8,1,18729160.0,CHL,,Chile,3,2,2,2,0,0,0,3,2,0,0,51.85
11234,2020-03-23,746,11,1,18729160.0,CHL,,Chile,3,2,2,2,0,0,0,3,2,0,0,51.85
11235,2020-03-24,922,17,2,18729160.0,CHL,,Chile,3,2,2,2,0,0,0,3,2,0,0,51.85
11236,2020-03-25,1142,22,3,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,0,0,73.15
11237,2020-03-26,1306,33,4,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,0,73.15
11238,2020-03-27,1610,43,5,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,0,73.15
11239,2020-03-28,1909,61,6,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,0,73.15
11240,2020-03-29,2139,75,7,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,0,73.15
11241,2020-03-30,2449,156,8,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11242,2020-03-31,2738,201,12,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11243,2020-04-01,3031,234,16,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11244,2020-04-02,3404,335,18,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11245,2020-04-03,3737,427,22,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11246,2020-04-04,4161,528,27,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11247,2020-04-05,4471,617,34,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11248,2020-04-06,4815,728,37,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11249,2020-04-07,5116,898,43,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11250,2020-04-08,5546,1115,48,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11251,2020-04-09,5972,1274,57,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11252,2020-04-10,6501,1571,65,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11253,2020-04-11,6927,1864,73,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11254,2020-04-12,7213,2059,80,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11255,2020-04-13,7525,2367,82,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11256,2020-04-14,7917,2646,92,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11257,2020-04-15,8273,2937,94,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11258,2020-04-16,8807,3299,105,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11259,2020-04-17,9252,3621,116,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11260,2020-04-18,9730,4035,126,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11261,2020-04-19,10088,4338,133,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11262,2020-04-20,10507,4676,139,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11263,2020-04-21,10832,4969,147,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11264,2020-04-22,11296,5386,160,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11265,2020-04-23,11812,5804,168,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11266,2020-04-24,12306,6327,174,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11267,2020-04-25,12858,6746,181,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11268,2020-04-26,13331,7024,189,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11269,2020-04-27,13813,7327,198,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11270,2020-04-28,14365,7710,207,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11271,2020-04-29,15135,8057,216,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11272,2020-04-30,16023,8580,227,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11273,2020-05-01,17008,9018,234,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11274,2020-05-02,18435,9572,247,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11275,2020-05-03,19663,10041,260,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11276,2020-05-04,20643,10415,270,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11277,2020-05-05,22016,10710,275,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11278,2020-05-06,23048,11189,281,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11279,2020-05-07,24581,11664,285,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,73.15
11280,2020-05-08,25972,12160,294,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11281,2020-05-09,27219,12667,304,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11282,2020-05-10,28866,13112,312,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11283,2020-05-11,30063,13605,323,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11284,2020-05-12,31721,14125,335,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11285,2020-05-13,34381,14865,346,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11286,2020-05-14,37040,15655,368,18729160.0,CHL,,Chile,3,2,2,3,0,2,2,3,2,2,2,75.93
11287,2020-05-15,39542,16614,394,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11288,2020-05-16,41428,18014,421,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11289,2020-05-17,43781,19213,450,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11290,2020-05-18,46059,20165,478,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11291,2020-05-19,49579,21507,509,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11292,2020-05-20,53617,22504,544,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11293,2020-05-21,57581,23992,589,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11294,2020-05-22,61857,25342,630,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11295,2020-05-23,65393,26546,673,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11296,2020-05-24,69102,28148,718,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11297,2020-05-25,73997,29302,761,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11298,2020-05-26,77961,30915,806,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11299,2020-05-27,82289,33540,841,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11300,2020-05-28,86943,36115,890,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11301,2020-05-29,90638,38598,944,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11302,2020-05-30,94858,40431,997,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11303,2020-05-31,99688,42727,1054,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11304,2020-06-01,105159,44946,1113,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11305,2020-06-02,108686,86173,1188,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11306,2020-06-03,113628,90748,1275,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11307,2020-06-04,118292,95631,1356,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11308,2020-06-05,122499,99358,1448,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11309,2020-06-06,127745,103817,1541,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11310,2020-06-07,134150,107597,2190,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11311,2020-06-08,138846,112248,2264,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11312,2020-06-09,142759,117361,2283,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11313,2020-06-10,148496,121820,2475,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11314,2020-06-11,154092,126444,2648,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11315,2020-06-12,160846,131358,2870,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11316,2020-06-13,167355,137296,3101,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11317,2020-06-14,174293,143704,3323,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11318,2020-06-15,179436,148792,3362,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11319,2020-06-16,184449,156232,3383,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11320,2020-06-17,220628,181931,3615,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11321,2020-06-18,225103,186441,3841,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11322,2020-06-19,231393,191491,4093,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11323,2020-06-20,236748,196609,4295,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11324,2020-06-21,242355,200569,4479,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11325,2020-06-22,246963,205397,4502,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11326,2020-06-23,250767,210570,4505,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11327,2020-06-24,254416,215093,4731,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11328,2020-06-25,259064,219327,4903,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11329,2020-06-26,263360,223431,5068,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11330,2020-06-27,267766,228055,5347,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11331,2020-06-28,271982,232210,5509,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11332,2020-06-29,275999,236154,5575,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11333,2020-06-30,279393,241229,5688,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11334,2020-07-01,282043,245443,5753,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11335,2020-07-02,284541,249247,5920,18729160.0,CHL,,Chile,3,3,2,4,0,3,2,3,2,2,2,78.24
11336,2020-07-03,288089,253343,6051,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11337,2020-07-04,291847,257445,6192,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11338,2020-07-05,295532,261030,6308,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11339,2020-07-06,298557,264369,6384,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11340,2020-07-07,301019,268245,6434,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11341,2020-07-08,303083,271703,6573,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11342,2020-07-09,306216,274922,6682,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11343,2020-07-10,309274,278053,6781,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11344,2020-07-11,312029,281140,6881,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11345,2020-07-12,315041,283896,6979,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11346,2020-07-13,317657,286556,7024,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11347,2020-07-14,319493,289219,7069,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11348,2020-07-15,321205,292085,7186,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11349,2020-07-16,323698,295301,7290,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,89.35
11350,2020-07-17,326539,296814,8347,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11351,2020-07-18,328846,299449,8445,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11352,2020-07-19,330930,301794,8503,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11353,2020-07-20,333029,303992,8633,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11354,2020-07-21,334683,306816,8677,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11355,2020-07-22,336402,309241,8722,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11356,2020-07-23,338759,311431,8838,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11357,2020-07-24,341304,313696,8914,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11358,2020-07-25,343592,316169,9020,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11359,2020-07-26,345790,318095,9112,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11360,2020-07-27,347923,319954,9187,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11361,2020-07-28,349800,322332,9240,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11362,2020-07-29,351575,324557,9278,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11363,2020-07-30,353536,326628,9377,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11364,2020-07-31,355667,328327,9457,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,3,2,2,2,86.57
11365,2020-08-01,357658,330504,9533,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11366,2020-08-02,359731,332411,9608,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11367,2020-08-03,361493,333976,9707,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11368,2020-08-04,362962,336330,9745,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11369,2020-08-05,364723,338291,9792,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11370,2020-08-06,366671,340168,9889,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11371,2020-08-07,368825,342168,9958,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11372,2020-08-08,371023,344132,10011,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11373,2020-08-09,373056,345826,10077,18729160.0,CHL,,Chile,3,3,2,4,2,3,2,4,2,2,2,89.35
11374,2020-08-10,375044,347342,10139,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11375,2020-08-11,376616,349541,10178,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11376,2020-08-12,378168,351419,10205,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11377,2020-08-13,380034,353131,10299,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11378,2020-08-14,382111,355037,10340,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11379,2020-08-15,383902,356951,10395,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11380,2020-08-16,385946,358828,10452,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11381,2020-08-17,387502,360385,10513,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11382,2020-08-18,388855,362440,10546,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11383,2020-08-19,390037,364285,10578,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11384,2020-08-20,391849,366062,10671,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11385,2020-08-21,393769,367897,10723,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11386,2020-08-22,395708,369730,10792,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
11387,2020-08-23,397665,371179,10852,18729160.0,CHL,,Chile,3,3,2,3,2,3,2,4,2,2,2,83.8
